xx,xx,Isi_Tweet,xx,xx,xx xx,Source,Topic,Sentimen,xx
,,keanggunan,,,,dictionary,vocabulary,1,
,,kebaikan,,,,dictionary,vocabulary,1,
,,kebajikan,,,,dictionary,vocabulary,1,
,,kebanggaan,,,,dictionary,vocabulary,1,
,,kebenaran,,,,dictionary,vocabulary,1,
,,keberhasilan,,,,dictionary,vocabulary,1,
,,kebersamaan,,,,dictionary,vocabulary,1,
,,keberuntungan,,,,dictionary,vocabulary,1,
,,kebulatan suara,,,,dictionary,vocabulary,1,
,,kebulatan tekad,,,,dictionary,vocabulary,1,
,,kecakapan,,,,dictionary,vocabulary,1,
,,kecekatan,,,,dictionary,vocabulary,1,
,,kecemerlangan,,,,dictionary,vocabulary,1,
,,keelokan,,,,dictionary,vocabulary,1,
,,kegemilangan,,,,dictionary,vocabulary,1,
,,kegeniusan,,,,dictionary,vocabulary,1,
,,kegigihan,,,,dictionary,vocabulary,1,
,,kehebatan,,,,dictionary,vocabulary,1,
,,kehormatan,,,,dictionary,vocabulary,1,
,,keikhlasan,,,,dictionary,vocabulary,1,
,,keindahan,,,,dictionary,vocabulary,1,
,,keistimewaan,,,,dictionary,vocabulary,1,
,,kejayaan,,,,dictionary,vocabulary,1,
,,kejelasan,,,,dictionary,vocabulary,1,
,,kejeniusan,,,,dictionary,vocabulary,1,
,,kejujuran,,,,dictionary,vocabulary,1,
,,kekaguman,,,,dictionary,vocabulary,1,
,,kekeluargaan,,,,dictionary,vocabulary,1,
,,kekhidmatan,,,,dictionary,vocabulary,1,
,,kekhusukan,,,,dictionary,vocabulary,1,
,,kekhusyukan,,,,dictionary,vocabulary,1,
,,kelancaran,,,,dictionary,vocabulary,1,
,,kelapangan,,,,dictionary,vocabulary,1,
,,kelebihan,,,,dictionary,vocabulary,1,
,,kelembutan,,,,dictionary,vocabulary,1,
,,kelezatan,,,,dictionary,vocabulary,1,
,,kemajuan,,,,dictionary,vocabulary,1,
,,kemakmuran,,,,dictionary,vocabulary,1,
,,kemampuan,,,,dictionary,vocabulary,1,
,,kemandirian,,,,dictionary,vocabulary,1,
,,kemantapan,,,,dictionary,vocabulary,1,
,,kemenangan,,,,dictionary,vocabulary,1,
,,kemeriahan,,,,dictionary,vocabulary,1,
,,kemudahan,,,,dictionary,vocabulary,1,
,,kemuliaan,,,,dictionary,vocabulary,1,
,,kenikmatan,,,,dictionary,vocabulary,1,
,,kenyamanan,,,,dictionary,vocabulary,1,
,,kepedulian,,,,dictionary,vocabulary,1,
,,kepercayaan,,,,dictionary,vocabulary,1,
,,keramahan,,,,dictionary,vocabulary,1,
,,keren,,,,dictionary,vocabulary,1,
,,keridaan,,,,dictionary,vocabulary,1,
,,keridhaan,,,,dictionary,vocabulary,1,
,,keridhoan,,,,dictionary,vocabulary,1,
,,keridoan,,,,dictionary,vocabulary,1,
,,kerja,,,,dictionary,vocabulary,1,
,,kerukunan,,,,dictionary,vocabulary,1,
,,kesabaran,,,,dictionary,vocabulary,1,
,,kesanggupan,,,,dictionary,vocabulary,1,
,,keselarasan,,,,dictionary,vocabulary,1,
,,kesepakatan,,,,dictionary,vocabulary,1,
,,kesesuaian,,,,dictionary,vocabulary,1,
,,keshalehan,,,,dictionary,vocabulary,1,
,,kesinambungan,,,,dictionary,vocabulary,1,
,,kesopanan,,,,dictionary,vocabulary,1,
,,kesuksesan,,,,dictionary,vocabulary,1,
,,ketaatan,,,,dictionary,vocabulary,1,
,,ketabahan,,,,dictionary,vocabulary,1,
,,ketawakalan,,,,dictionary,vocabulary,1,
,,ketegarab,,,,dictionary,vocabulary,1,
,,ketekunan,,,,dictionary,vocabulary,1,
,,keteladanan,,,,dictionary,vocabulary,1,
,,ketenangan,,,,dictionary,vocabulary,1,
,,ketentraman,,,,dictionary,vocabulary,1,
,,keterbukaan,,,,dictionary,vocabulary,1,
,,ketertiban,,,,dictionary,vocabulary,1,
,,keunggulan,,,,dictionary,vocabulary,1,
,,keuntungan,,,,dictionary,vocabulary,1,
,,kewajiban,,,,dictionary,vocabulary,1,
,,kewenangan,,,,dictionary,vocabulary,1,
,,keyakinan,,,,dictionary,vocabulary,1,
,,kharisma,,,,dictionary,vocabulary,1,
,,kharismatik,,,,dictionary,vocabulary,1,
,,khidmat,,,,dictionary,vocabulary,1,
,,khusyuk,,,,dictionary,vocabulary,1,
,,klarifikasi,,,,dictionary,vocabulary,1,
,,kokoh,,,,dictionary,vocabulary,1,
,,kolaborasi,,,,dictionary,vocabulary,1,
,,komersial,,,,dictionary,vocabulary,1,
,,komfortabel,,,,dictionary,vocabulary,1,
,,komitmen,,,,dictionary,vocabulary,1,
,,kompak,,,,dictionary,vocabulary,1,
,,kompatibel,,,,dictionary,vocabulary,1,
,,kompeten,,,,dictionary,vocabulary,1,
,,kompetensi,,,,dictionary,vocabulary,1,
,,komplet,,,,dictionary,vocabulary,1,
,,komprehensif,,,,dictionary,vocabulary,1,
,,komunikasi,,,,dictionary,vocabulary,1,
,,komunikatif,,,,dictionary,vocabulary,1,
,,kondusif,,,,dictionary,vocabulary,1,
,,konfirmasi,,,,dictionary,vocabulary,1,
,,konform,,,,dictionary,vocabulary,1,
,,konkret,,,,dictionary,vocabulary,1,
,,konsisten,,,,dictionary,vocabulary,1,
,,konsistensi,,,,dictionary,vocabulary,1,
,,konstan,,,,dictionary,vocabulary,1,
,,kontinu,,,,dictionary,vocabulary,1,
,,kooperatif,,,,dictionary,vocabulary,1,
,,koordinasi,,,,dictionary,vocabulary,1,
,,kreasi,,,,dictionary,vocabulary,1,
,,kreatif,,,,dictionary,vocabulary,1,
,,kreativitas,,,,dictionary,vocabulary,1,
,,kuat,,,,dictionary,vocabulary,1,
,,lailatul kadar,,,,dictionary,vocabulary,1,
,,lailatul qadar,,,,dictionary,vocabulary,1,
,,lailatulkadar,,,,dictionary,vocabulary,1,
,,lailatulqadar,,,,dictionary,vocabulary,1,
,,lancar,,,,dictionary,vocabulary,1,
,,langgeng,,,,dictionary,vocabulary,1,
,,langsing,,,,dictionary,vocabulary,1,
,,laporkan,,,,dictionary,vocabulary,1,
,,layak,,,,dictionary,vocabulary,1,
,,lega,,,,dictionary,vocabulary,1,
,,legal,,,,dictionary,vocabulary,1,
,,legendaris,,,,dictionary,vocabulary,1,
,,leluasa,,,,dictionary,vocabulary,1,
,,lembut,,,,dictionary,vocabulary,1,
,,lerai,,,,dictionary,vocabulary,1,
,,lezat,,,,dictionary,vocabulary,1,
,,lincah,,,,dictionary,vocabulary,1,
,,logis,,,,dictionary,vocabulary,1,
,,lolos,,,,dictionary,vocabulary,1,
,,loyal,,,,dictionary,vocabulary,1,
,,loyalitas,,,,dictionary,vocabulary,1,
,,luar biasa,,,,dictionary,vocabulary,1,
,,lucu,,,,dictionary,vocabulary,1,
,,luhur,,,,dictionary,vocabulary,1,
,,lulus,,,,dictionary,vocabulary,1,
,,lunas,,,,dictionary,vocabulary,1,
,,luwes,,,,dictionary,vocabulary,1,
,,mabrur,,,,dictionary,vocabulary,1,
,,mahir,,,,dictionary,vocabulary,1,
,,maju,,,,dictionary,vocabulary,1,
,,makan,,,,dictionary,vocabulary,1,
,,makmur,,,,dictionary,vocabulary,1,
,,mampu,,,,dictionary,vocabulary,1,
,,mandiri,,,,dictionary,vocabulary,1,
,,manfaat,,,,dictionary,vocabulary,1,
,,manjur,,,,dictionary,vocabulary,1,
,,mantap,,,,dictionary,vocabulary,1,
,,masuk akal,,,,dictionary,vocabulary,1,
,,masukan,,,,dictionary,vocabulary,1,
,,masyhur,,,,dictionary,vocabulary,1,
,,megah,,,,dictionary,vocabulary,1,
,,melancarkan,,,,dictionary,vocabulary,1,
,,melanggengkan,,,,dictionary,vocabulary,1,
,,melapangkan,,,,dictionary,vocabulary,1,
,,melaporkan,,,,dictionary,vocabulary,1,
,,melegakan,,,,dictionary,vocabulary,1,
,,melerai,,,,dictionary,vocabulary,1,
,,meleraikan,,,,dictionary,vocabulary,1,
,,melestarikan,,,,dictionary,vocabulary,1,
,,melezatkan,,,,dictionary,vocabulary,1,
,,melindungi,,,,dictionary,vocabulary,1,
,,meluhurkan,,,,dictionary,vocabulary,1,
,,melunasi,,,,dictionary,vocabulary,1,
,,meluruskan,,,,dictionary,vocabulary,1,
,,memaafkan,,,,dictionary,vocabulary,1,
,,memadai,,,,dictionary,vocabulary,1,
,,memahami,,,,dictionary,vocabulary,1,
,,memajukan,,,,dictionary,vocabulary,1,
,,memakmurkan,,,,dictionary,vocabulary,1,
,,memantapkan,,,,dictionary,vocabulary,1,
,,mematuhi,,,,dictionary,vocabulary,1,
,,membaguskan,,,,dictionary,vocabulary,1,
,,membahagiakan,,,,dictionary,vocabulary,1,
,,membaik,,,,dictionary,vocabulary,1,
,,membalas budi,,,,dictionary,vocabulary,1,
,,membanggakan,,,,dictionary,vocabulary,1,
,,membangkitkan,,,,dictionary,vocabulary,1,
,,membangun,,,,dictionary,vocabulary,1,
,,membantu,,,,dictionary,vocabulary,1,
,,membawa revolusi,,,,dictionary,vocabulary,1,
,,membenahi,,,,dictionary,vocabulary,1,
,,memberbaiki,,,,dictionary,vocabulary,1,
,,memberdayakan,,,,dictionary,vocabulary,1,
,,memberi kesempatan,,,,dictionary,vocabulary,1,
,,memberikan kesempatan,,,,dictionary,vocabulary,1,
,,membesarkan,,,,dictionary,vocabulary,1,
,,membetulkan,,,,dictionary,vocabulary,1,
,,membulatkan hati,,,,dictionary,vocabulary,1,
,,membulatkan tekad,,,,dictionary,vocabulary,1,
,,memenagkan,,,,dictionary,vocabulary,1,
,,memenangkan,,,,dictionary,vocabulary,1,
,,memenuhi,,,,dictionary,vocabulary,1,
,,memenuhi persyaratan,,,,dictionary,vocabulary,1,
,,memerdekakan,,,,dictionary,vocabulary,1,
,,memopulerkan,,,,dictionary,vocabulary,1,
,,memotivasi,,,,dictionary,vocabulary,1,
,,memperaman,,,,dictionary,vocabulary,1,
,,memperbagus,,,,dictionary,vocabulary,1,
,,memperbaiki,,,,dictionary,vocabulary,1,
,,memperbantukan,,,,dictionary,vocabulary,1,
,,memperbarui,,,,dictionary,vocabulary,1,
,,mempercanggih,,,,dictionary,vocabulary,1,
,,mempercantik,,,,dictionary,vocabulary,1,
,,mempercerdas,,,,dictionary,vocabulary,1,
,,memperdamai,,,,dictionary,vocabulary,1,
,,mempererat,,,,dictionary,vocabulary,1,
,,memperhatikan,,,,dictionary,vocabulary,1,
,,memperindah,,,,dictionary,vocabulary,1,
,,memperlancar,,,,dictionary,vocabulary,1,
,,memperlapang,,,,dictionary,vocabulary,1,
,,mempermudah,,,,dictionary,vocabulary,1,
,,mempersatukan,,,,dictionary,vocabulary,1,
,,mempersiapkan,,,,dictionary,vocabulary,1,
,,mempersolid,,,,dictionary,vocabulary,1,
,,mempersukses,,,,dictionary,vocabulary,1,
,,mempertampan,,,,dictionary,vocabulary,1,
,,mempertemukan,,,,dictionary,vocabulary,1,
,,mempertimbangkan,,,,dictionary,vocabulary,1,
,,memuaskan,,,,dictionary,vocabulary,1,
,,memudahkan,,,,dictionary,vocabulary,1,
,,memuji,,,,dictionary,vocabulary,1,
,,memukau,,,,dictionary,vocabulary,1,
,,memuliakan,,,,dictionary,vocabulary,1,
,,memulihkan,,,,dictionary,vocabulary,1,
,,memurnikan,,,,dictionary,vocabulary,1,
,,memusyawarahkan,,,,dictionary,vocabulary,1,
,,menaati,,,,dictionary,vocabulary,1,
,,menakjubkan,,,,dictionary,vocabulary,1,
,,menang,,,,dictionary,vocabulary,1,
,,menarik,,,,dictionary,vocabulary,1,
,,menauladani,,,,dictionary,vocabulary,1,
,,mencerahkan,,,,dictionary,vocabulary,1,
,,mencerdaskan,,,,dictionary,vocabulary,1,
,,menceriakan,,,,dictionary,vocabulary,1,
,,mendamaikan,,,,dictionary,vocabulary,1,
,,mendapat tempat,,,,dictionary,vocabulary,1,
,,mendayagunakan,,,,dictionary,vocabulary,1,
,,mendayaupayakan,,,,dictionary,vocabulary,1,
,,mendonasikan,,,,dictionary,vocabulary,1,
,,mendonorkan,,,,dictionary,vocabulary,1,
,,mendorong,,,,dictionary,vocabulary,1,
,,mendukung,,,,dictionary,vocabulary,1,
,,menegakkan,,,,dictionary,vocabulary,1,
,,meneladani,,,,dictionary,vocabulary,1,
,,menenangkan,,,,dictionary,vocabulary,1,
,,menengahi,,,,dictionary,vocabulary,1,
,,menentramkan,,,,dictionary,vocabulary,1,
,,menepati,,,,dictionary,vocabulary,1,
,,menerima,,,,dictionary,vocabulary,1,
,,menertibkan,,,,dictionary,vocabulary,1,
,,menetapkan,,,,dictionary,vocabulary,1,
,,mengagumi,,,,dictionary,vocabulary,1,
,,mengagumkan,,,,dictionary,vocabulary,1,
,,mengakrabkan,,,,dictionary,vocabulary,1,
,,mengakurkan,,,,dictionary,vocabulary,1,
,,mengamankan,,,,dictionary,vocabulary,1,
,,mengandalkan,,,,dictionary,vocabulary,1,
,,menganjurkan,,,,dictionary,vocabulary,1,
,,mengantisipasi,,,,dictionary,vocabulary,1,
,,menganugerahi,,,,dictionary,vocabulary,1,
,,menganugrahi,,,,dictionary,vocabulary,1,
,,menganugrahkan,,,,dictionary,vocabulary,1,
,,mengasah,,,,dictionary,vocabulary,1,
,,mengedukasi,,,,dictionary,vocabulary,1,
,,mengedukasikan,,,,dictionary,vocabulary,1,
,,mengefektifkan,,,,dictionary,vocabulary,1,
,,mengerti,,,,dictionary,vocabulary,1,
,,menggalakkan,,,,dictionary,vocabulary,1,
,,menggapai,,,,dictionary,vocabulary,1,
,,menggenjotkan,,,,dictionary,vocabulary,1,
,,menggiatkan,,,,dictionary,vocabulary,1,
,,menggugah,,,,dictionary,vocabulary,1,
,,menghadiahkan,,,,dictionary,vocabulary,1,
,,menghadiri,,,,dictionary,vocabulary,1,
,,menghargai,,,,dictionary,vocabulary,1,
,,mengharmoniskan,,,,dictionary,vocabulary,1,
,,mengharu biru,,,,dictionary,vocabulary,1,
,,mengharukan,,,,dictionary,vocabulary,1,
,,mengharumkan,,,,dictionary,vocabulary,1,
,,menghayati,,,,dictionary,vocabulary,1,
,,menghemat,,,,dictionary,vocabulary,1,
,,menghentikan,,,,dictionary,vocabulary,1,
,,menghibur,,,,dictionary,vocabulary,1,
,,menghijaukan,,,,dictionary,vocabulary,1,
,,menghormati,,,,dictionary,vocabulary,1,
,,mengilhami,,,,dictionary,vocabulary,1,
,,mengimbangi,,,,dictionary,vocabulary,1,
,,mengingatkan,,,,dictionary,vocabulary,1,
,,menginovasikan,,,,dictionary,vocabulary,1,
,,menginsafi,,,,dictionary,vocabulary,1,
,,menginsafkan,,,,dictionary,vocabulary,1,
,,menginspirasi,,,,dictionary,vocabulary,1,
,,menginspirasikan,,,,dictionary,vocabulary,1,
,,mengisi,,,,dictionary,vocabulary,1,
,,mengokohkan,,,,dictionary,vocabulary,1,
,,mengoptimalkan,,,,dictionary,vocabulary,1,
,,mengukuhkan,,,,dictionary,vocabulary,1,
,,mengulurkan tangan,,,,dictionary,vocabulary,1,
,,mengungguli,,,,dictionary,vocabulary,1,
,,mengungkap,,,,dictionary,vocabulary,1,
,,mengungkap kasus,,,,dictionary,vocabulary,1,
,,menguntungkan,,,,dictionary,vocabulary,1,
,,mengupayakan,,,,dictionary,vocabulary,1,
,,mengusahakan,,,,dictionary,vocabulary,1,
,,menimba ilmu,,,,dictionary,vocabulary,1,
,,menindak,,,,dictionary,vocabulary,1,
,,menindaklanjuti,,,,dictionary,vocabulary,1,
,,meningkat,,,,dictionary,vocabulary,1,
,,meningkatkan,,,,dictionary,vocabulary,1,
,,menjadi sama,,,,dictionary,vocabulary,1,
,,menjaga,,,,dictionary,vocabulary,1,
,,menjaring,,,,dictionary,vocabulary,1,
,,menjawab,,,,dictionary,vocabulary,1,
,,menjembatani,,,,dictionary,vocabulary,1,
,,menjernihkan,,,,dictionary,vocabulary,1,
,,menjinakkan,,,,dictionary,vocabulary,1,
,,menjiwai,,,,dictionary,vocabulary,1,
,,menolong,,,,dictionary,vocabulary,1,
,,menstabilkan,,,,dictionary,vocabulary,1,
,,mensucikan,,,,dictionary,vocabulary,1,
,,mensyukuri,,,,dictionary,vocabulary,1,
,,mentaati,,,,dictionary,vocabulary,1,
,,menunaikan,,,,dictionary,vocabulary,1,
,,menunjang,,,,dictionary,vocabulary,1,
,,menuntun,,,,dictionary,vocabulary,1,
,,menyadari,,,,dictionary,vocabulary,1,
,,menyadarkan,,,,dictionary,vocabulary,1,
,,menyayangi,,,,dictionary,vocabulary,1,
,,menyeimbangkan,,,,dictionary,vocabulary,1,
,,menyelamatkan,,,,dictionary,vocabulary,1,
,,menyelaraskan,,,,dictionary,vocabulary,1,
,,menyelesaikan,,,,dictionary,vocabulary,1,
,,menyesuaikan,,,,dictionary,vocabulary,1,
,,menyetujui,,,,dictionary,vocabulary,1,
,,menyinergikan,,,,dictionary,vocabulary,1,
,,menyingkronkan,,,,dictionary,vocabulary,1,
,,menyingsingkan,,,,dictionary,vocabulary,1,
,,menyinkronkan,,,,dictionary,vocabulary,1,
,,menyucikan,,,,dictionary,vocabulary,1,
,,menyukai,,,,dictionary,vocabulary,1,
,,menyukseskan,,,,dictionary,vocabulary,1,
,,merahmati,,,,dictionary,vocabulary,1,
,,meraih,,,,dictionary,vocabulary,1,
,,merampungkan,,,,dictionary,vocabulary,1,
,,merangkul,,,,dictionary,vocabulary,1,
,,merapihkan,,,,dictionary,vocabulary,1,
,,merapikan,,,,dictionary,vocabulary,1,
,,merawat,,,,dictionary,vocabulary,1,
,,merdu,,,,dictionary,vocabulary,1,
,,meremajakan,,,,dictionary,vocabulary,1,
,,merenungi,,,,dictionary,vocabulary,1,
,,merenungkan,,,,dictionary,vocabulary,1,
,,merestui,,,,dictionary,vocabulary,1,
,,meriah,,,,dictionary,vocabulary,1,
,,meridai,,,,dictionary,vocabulary,1,
,,meridhai,,,,dictionary,vocabulary,1,
,,meridhoi,,,,dictionary,vocabulary,1,
,,meridoi,,,,dictionary,vocabulary,1,
,,meringankan,,,,dictionary,vocabulary,1,
,,merohmati,,,,dictionary,vocabulary,1,
,,merukunkan,,,,dictionary,vocabulary,1,
,,momentum,,,,dictionary,vocabulary,1,
,,motivasi,,,,dictionary,vocabulary,1,
,,mudah,,,,dictionary,vocabulary,1,
,,mudah-mudahan,,,,dictionary,vocabulary,1,
,,mufakat,,,,dictionary,vocabulary,1,
,,mujarab,,,,dictionary,vocabulary,1,
,,mujur,,,,dictionary,vocabulary,1,
,,mulia,,,,dictionary,vocabulary,1,
,,multi fungsi,,,,dictionary,vocabulary,1,
,,multi guna,,,,dictionary,vocabulary,1,
,,multifungsi,,,,dictionary,vocabulary,1,
,,multiguna,,,,dictionary,vocabulary,1,
,,mulus,,,,dictionary,vocabulary,1,
,,mumpuni,,,,dictionary,vocabulary,1,
,,murah,,,,dictionary,vocabulary,1,
,,murni,,,,dictionary,vocabulary,1,
,,mustajab,,,,dictionary,vocabulary,1,
,,musyawarah,,,,dictionary,vocabulary,1,
,,mutakhir,,,,dictionary,vocabulary,1,
,,naik,,,,dictionary,vocabulary,1,
,,ngetop,,,,dictionary,vocabulary,1,
,,ngetren,,,,dictionary,vocabulary,1,
,,nikmat,,,,dictionary,vocabulary,1,
,,nilai tambah,,,,dictionary,vocabulary,1,
,,nomor wahid,,,,dictionary,vocabulary,1,
,,normal,,,,dictionary,vocabulary,1,
,,nyaman,,,,dictionary,vocabulary,1,
,,objektif,,,,dictionary,vocabulary,1,
,,obyektif,,,,dictionary,vocabulary,1,
,,ok,,,,dictionary,vocabulary,1,
,,optimal,,,,dictionary,vocabulary,1,
,,optimis,,,,dictionary,vocabulary,1,
,,optimisme,,,,dictionary,vocabulary,1,
,,optimistis,,,,dictionary,vocabulary,1,
,,orisinal,,,,dictionary,vocabulary,1,
,,orisinalitas,,,,dictionary,vocabulary,1,
,,orisinil,,,,dictionary,vocabulary,1,
,,pahlawan,,,,dictionary,vocabulary,1,
,,pakar,,,,dictionary,vocabulary,1,
,,pandai,,,,dictionary,vocabulary,1,
,,pantas,,,,dictionary,vocabulary,1,
,,panutan,,,,dictionary,vocabulary,1,
,,patroli,,,,dictionary,vocabulary,1,
,,patuh,,,,dictionary,vocabulary,1,
,,peduli,,,,dictionary,vocabulary,1,
,,pegangan,,,,dictionary,vocabulary,1,
,,pejuang,,,,dictionary,vocabulary,1,
,,pekerti,,,,dictionary,vocabulary,1,
,,pelancaran,,,,dictionary,vocabulary,1,
,,pelayanan,,,,dictionary,vocabulary,1,
,,peleraian,,,,dictionary,vocabulary,1,
,,pelestarian,,,,dictionary,vocabulary,1,
,,pelipur,,,,dictionary,vocabulary,1,
,,pemaaf,,,,dictionary,vocabulary,1,
,,pemantapan,,,,dictionary,vocabulary,1,
,,pembangunan negara,,,,dictionary,vocabulary,1,
,,pembangunan umat,,,,dictionary,vocabulary,1,
,,pembaruan,,,,dictionary,vocabulary,1,
,,pembenahan,,,,dictionary,vocabulary,1,
,,pemberdayaan,,,,dictionary,vocabulary,1,
,,pembulatan tekad,,,,dictionary,vocabulary,1,
,,pemeriksaan,,,,dictionary,vocabulary,1,
,,pemersatu,,,,dictionary,vocabulary,1,
,,pemersatuan,,,,dictionary,vocabulary,1,
,,pencari ilmu,,,,dictionary,vocabulary,1,
,,pencarian,,,,dictionary,vocabulary,1,
,,pencerahan,,,,dictionary,vocabulary,1,
,,pendidik,,,,dictionary,vocabulary,1,
,,pendonasian,,,,dictionary,vocabulary,1,
,,pendonor,,,,dictionary,vocabulary,1,
,,penegakan,,,,dictionary,vocabulary,1,
,,penemu,,,,dictionary,vocabulary,1,
,,penengah,,,,dictionary,vocabulary,1,
,,penerang,,,,dictionary,vocabulary,1,
,,pengampunan,,,,dictionary,vocabulary,1,
,,pengantisipasian,,,,dictionary,vocabulary,1,
,,penganugerahan,,,,dictionary,vocabulary,1,
,,pengembangan,,,,dictionary,vocabulary,1,
,,pengertian,,,,dictionary,vocabulary,1,
,,penggalakan,,,,dictionary,vocabulary,1,
,,penggiatan,,,,dictionary,vocabulary,1,
,,penggugah,,,,dictionary,vocabulary,1,
,,penghargaan,,,,dictionary,vocabulary,1,
,,penghijauan,,,,dictionary,vocabulary,1,
,,pengoptimalan,,,,dictionary,vocabulary,1,
,,peningkatan,,,,dictionary,vocabulary,1,
,,penjelasan,,,,dictionary,vocabulary,1,
,,penjernihan,,,,dictionary,vocabulary,1,
,,penolong,,,,dictionary,vocabulary,1,
,,penstabilan,,,,dictionary,vocabulary,1,
,,penting,,,,dictionary,vocabulary,1,
,,penuntun,,,,dictionary,vocabulary,1,
,,penurut,,,,dictionary,vocabulary,1,
,,penyabar,,,,dictionary,vocabulary,1,
,,penyantun,,,,dictionary,vocabulary,1,
,,penyantunan,,,,dictionary,vocabulary,1,
,,penyatuan,,,,dictionary,vocabulary,1,
,,penyayang,,,,dictionary,vocabulary,1,
,,penyuksesan,,,,dictionary,vocabulary,1,
,,peran kunci,,,,dictionary,vocabulary,1,
,,perbaikan,,,,dictionary,vocabulary,1,
,,percaya,,,,dictionary,vocabulary,1,
,,perdamaian,,,,dictionary,vocabulary,1,
,,perhatian,,,,dictionary,vocabulary,1,
,,perkembangan,,,,dictionary,vocabulary,1,
,,persahabatan,,,,dictionary,vocabulary,1,
,,persaudaraan,,,,dictionary,vocabulary,1,
,,pertaubatan,,,,dictionary,vocabulary,1,
,,pertobatan,,,,dictionary,vocabulary,1,
,,pertolongan,,,,dictionary,vocabulary,1,
,,pertumbuhan,,,,dictionary,vocabulary,1,
,,perundingan,,,,dictionary,vocabulary,1,
,,petunjuk,,,,dictionary,vocabulary,1,
,,pintar,,,,dictionary,vocabulary,1,
,,populer,,,,dictionary,vocabulary,1,
,,positif,,,,dictionary,vocabulary,1,
,,potensi,,,,dictionary,vocabulary,1,
,,potensial,,,,dictionary,vocabulary,1,
,,praktis,,,,dictionary,vocabulary,1,
,,preseden,,,,dictionary,vocabulary,1,
,,presisi,,,,dictionary,vocabulary,1,
,,prestasi,,,,dictionary,vocabulary,1,
,,prestise,,,,dictionary,vocabulary,1,
,,prestisius,,,,dictionary,vocabulary,1,
,,prima,,,,dictionary,vocabulary,1,
,,primadona,,,,dictionary,vocabulary,1,
,,prioritas,,,,dictionary,vocabulary,1,
,,proaktif,,,,dictionary,vocabulary,1,
,,produktif,,,,dictionary,vocabulary,1,
,,profesional,,,,dictionary,vocabulary,1,
,,profit,,,,dictionary,vocabulary,1,
,,proporsional,,,,dictionary,vocabulary,1,
,,prospektif,,,,dictionary,vocabulary,1,
,,proteksi,,,,dictionary,vocabulary,1,
,,puas,,,,dictionary,vocabulary,1,
,,pulih,,,,dictionary,vocabulary,1,
,,rahman,,,,dictionary,vocabulary,1,
,,rahmat,,,,dictionary,vocabulary,1,
,,rajin,,,,dictionary,vocabulary,1,
,,ramah,,,,dictionary,vocabulary,1,
,,ramah tamah,,,,dictionary,vocabulary,1,
,,rampung,,,,dictionary,vocabulary,1,
,,rapi,,,,dictionary,vocabulary,1,
,,rapih,,,,dictionary,vocabulary,1,
,,rasional,,,,dictionary,vocabulary,1,
,,rasul,,,,dictionary,vocabulary,1,
,,realistis,,,,dictionary,vocabulary,1,
,,reformasi,,,,dictionary,vocabulary,1,
,,rekonsiliasi,,,,dictionary,vocabulary,1,
,,relawan,,,,dictionary,vocabulary,1,
,,relevan,,,,dictionary,vocabulary,1,
,,relevansi,,,,dictionary,vocabulary,1,
,,relevansinya,,,,dictionary,vocabulary,1,
,,reliabel,,,,dictionary,vocabulary,1,
,,renungan,,,,dictionary,vocabulary,1,
,,resmi,,,,dictionary,vocabulary,1,
,,responsif,,,,dictionary,vocabulary,1,
,,revolusioner,,,,dictionary,vocabulary,1,
,,rezeki,,,,dictionary,vocabulary,1,
,,riang,,,,dictionary,vocabulary,1,
,,rida,,,,dictionary,vocabulary,1,
,,ridha,,,,dictionary,vocabulary,1,
,,ridho,,,,dictionary,vocabulary,1,
,,rido,,,,dictionary,vocabulary,1,
,,rileks,,,,dictionary,vocabulary,1,
,,riset,,,,dictionary,vocabulary,1,
,,rohmat,,,,dictionary,vocabulary,1,
,,rukun,,,,dictionary,vocabulary,1,
,,rupawan,,,,dictionary,vocabulary,1,
,,sabar,,,,dictionary,vocabulary,1,
,,sadar,,,,dictionary,vocabulary,1,
,,sakinah,,,,dictionary,vocabulary,1,
,,saksama,,,,dictionary,vocabulary,1,
,,saleh,,,,dictionary,vocabulary,1,
,,salehah,,,,dictionary,vocabulary,1,
,,saling tegur,,,,dictionary,vocabulary,1,
,,salut,,,,dictionary,vocabulary,1,
,,sanggup,,,,dictionary,vocabulary,1,
,,santun,,,,dictionary,vocabulary,1,
,,satu padu,,,,dictionary,vocabulary,1,
,,sayang,,,,dictionary,vocabulary,1,
,,sebaik-baiknya,,,,dictionary,vocabulary,1,
,,sebesar mungkin,,,,dictionary,vocabulary,1,
,,secepatnya,,,,dictionary,vocabulary,1,
,,seefektif,,,,dictionary,vocabulary,1,
,,seimbang,,,,dictionary,vocabulary,1,
,,sejalan,,,,dictionary,vocabulary,1,
,,selamat,,,,dictionary,vocabulary,1,
,,selaras,,,,dictionary,vocabulary,1,
,,selesai,,,,dictionary,vocabulary,1,
,,selesaikan,,,,dictionary,vocabulary,1,
,,semangat,,,,dictionary,vocabulary,1,
,,semoga,,,,dictionary,vocabulary,1,
,,senang,,,,dictionary,vocabulary,1,
,,serius,,,,dictionary,vocabulary,1,
,,sesuai,,,,dictionary,vocabulary,1,
,,setuju,,,,dictionary,vocabulary,1,
,,shaleh,,,,dictionary,vocabulary,1,
,,shalehah,,,,dictionary,vocabulary,1,
,,shalihah,,,,dictionary,vocabulary,1,
,,sholeh,,,,dictionary,vocabulary,1,
,,siap,,,,dictionary,vocabulary,1,
